Price,Property Details,Bedrooms,Bathrooms,Size,Property Type,Postal Code
599000,1bd1ba526sqft- Condo for sale,1,1,526,Condo for sale,V6E 4P1
629000,1bd1ba688sqft- Condo for sale,1,1,688,Condo for sale,V6A 4L9
1399900,"3bds3ba1,315sqft- Multi-family home for sale",3,3,"1,315",Multi-family home for sale,V5L 1Y1
1238000,"2bds2ba1,344sqft- Condo for sale",2,2,"1,344",Condo for sale,V6G 2V7
1599000,"3bds2ba1,460sqft- House for sale",3,2,"1,460",House for sale,V5N 5E7
1999900,"3bds3ba1,239sqft- Townhouse for sale",3,3,"1,239",Townhouse for sale,V5Y 4B4
1799000,"3bds3ba1,511sqft- House for sale",3,3,"1,511",House for sale,V5L 2N3
429000,1bd1ba446sqft- Condo for sale,1,1,446,Condo for sale,V5T 4J2
899800,2bds2ba883sqft- Condo for sale,2,2,883,Condo for sale,V6E 1J3
1499900,"3bds3ba1,379sqft- Multi-family home for sale",3,3,"1,379",Multi-family home for sale,V5X 1B9
5190000,"2bds3ba2,387sqft- Condo for sale",2,3,"2,387",Condo for sale,V6E 0A8
1368000,"2bds2ba1,463sqft- Condo for sale",2,2,"1,463",Condo for sale,V5Z 1P5
7680000,"5bds7ba5,479sqft- House for sale",5,7,"5,479",House for sale,V6N 2L9
1588800,"3bds3ba1,450sqft- Multi-family home for sale",3,3,"1,450",Multi-family home for sale,V5W 3J2
2998000,"7bds5ba2,366sqft- House for sale",7,5,"2,366",House for sale,V5X 2L5
9898000,"6bds7ba5,691sqft- House for sale",6,7,"5,691",House for sale,V6N 2P1
485000,Studio1ba421sqft- Condo for sale,0,1,421,Condo for sale,V6E 4V3
1099900,1bd2ba830sqft- Condo for sale,1,2,830,Condo for sale,V5Y 1E3
2080000,"2bds3ba1,424sqft- Townhouse for sale",2,3,"1,424",Townhouse for sale,V6G 3E8
3390000,"5bds5ba3,429sqft- House for sale",5,5,"3,429",House for sale,V5Y 2W2
1699000,"3bds2ba1,283sqft- Townhouse for sale",3,2,"1,283",Townhouse for sale,V6J 1T8
968000,2bds2ba889sqft- Condo for sale,2,2,889,Condo for sale,V6J 5J1
9680000,"5bds6ba5,375sqft- House for sale",5,6,"5,375",House for sale,V6L 2L2
1290000,"4bds3ba1,151sqft- Multi-family home for sale",4,3,"1,151",Multi-family home for sale,V6P 2W5
799999,1bd1ba697sqft- Condo for sale,1,1,697,Condo for sale,V6J 3G5
775000,2bds2ba791sqft- Condo for sale,2,2,791,Condo for sale,V5N 4Y8
659000,2bds1ba660sqft- Condo for sale,2,1,660,Condo for sale,V6Z 2N7
689000,1bd1ba545sqft- Condo for sale,1,1,545,Condo for sale,V6Z 0E3
3598000,"10bds8ba5,385sqft- House for sale",10,8,"5,385",House for sale,V5S 2S3
4998000,"2bds3ba2,838sqft- Condo for sale",2,3,"2,838",Condo for sale,V6G 3H3
4999999,"8bds4ba5,840sqft- Multi-family home for sale",8,4,"5,840",Multi-family home for sale,V6J 1C3
2875000,"4bds4ba2,237sqft- Multi-family home for sale",4,4,"2,237",Multi-family home for sale,V6M 1P4
2550000,"3bds4ba1,537sqft- Multi-family home for sale",3,4,"1,537",Multi-family home for sale,V6R 3B5
5580000,"5bds6ba4,830sqft- House for sale",5,6,"4,830",House for sale,V6P 2G2
659000,1bd1ba510sqft- Condo for sale,1,1,510,Condo for sale,V6B 1E6
568000,1bd1ba556sqft- Condo for sale,1,1,556,Condo for sale,V6E 3V1
899900,1bd1ba750sqft- Condo for sale,1,1,750,Condo for sale,V6B 2S2
1230000,2bds2ba920sqft- Condo for sale,2,2,920,Condo for sale,V5T 0H6
1249900,"2bds3ba1,141sqft- Townhouse for sale",2,3,"1,141",Townhouse for sale,V5N 3V8
5990000,"6bds7ba4,709sqft- House for sale",6,7,"4,709",House for sale,V6M 2L9
1998000,"6bds4ba2,887sqft- House for sale",6,4,"2,887",House for sale,V5K 1L1
6580000,"9bds8ba5,091sqft- House for sale",9,8,"5,091",House for sale,V6N 2V5
779000,2bds2ba806sqft- Condo for sale,2,2,806,Condo for sale,V5X 3T3
750000,2bds1ba629sqft- Condo for sale,2,1,629,Condo for sale,V6Z 0E3
788000,2bds2ba786sqft- Condo for sale,2,2,786,Condo for sale,V5R 0E4
2188000,"5bds4ba1,862sqft- Multi-family home for sale",5,4,"1,862",Multi-family home for sale,V5S 2C7
4780000,"4bds5ba3,515sqft- House for sale",4,5,"3,515",House for sale,V6P 1J6
1399000,"3bds3ba1,111sqft- Multi-family home for sale",3,3,"1,111",Multi-family home for sale,V5N 4J6
495000,1bd1ba556sqft- Condo for sale,1,1,556,Condo for sale,V5S 4V3
988000,2bds2ba978sqft- Condo for sale,2,2,978,Condo for sale,V6N 3E6
1489500,"2bds2ba1,227sqft- Townhouse for sale",2,2,"1,227",Townhouse for sale,V6J 4W2
790000,2bds2ba809sqft- Condo for sale,2,2,809,Condo for sale,V5X 3T3
10280000,"4bds3ba4,410sqft- House for sale",4,3,"4,410",House for sale,V6H 2J4
1699000,"3bds3ba1,543sqft- Townhouse for sale",3,3,"1,543",Townhouse for sale,V5L 4K3
1350000,"2bds2ba1,437sqft- Condo for sale",2,2,"1,437",Condo for sale,V5Z 4L2
834900,2bds2ba994sqft- Condo for sale,2,2,994,Condo for sale,V6G 1M6
485000,Studio1ba421sqft- Condo for sale,0,1,421,Condo for sale,V6E 4V3
1099900,1bd2ba830sqft- Condo for sale,1,2,830,Condo for sale,V5Y 1E3
2080000,"2bds3ba1,424sqft- Townhouse for sale",2,3,"1,424",Townhouse for sale,V6G 3E8
3390000,"5bds5ba3,429sqft- House for sale",5,5,"3,429",House for sale,V5Y 2W2
1699000,"3bds2ba1,283sqft- Townhouse for sale",3,2,"1,283",Townhouse for sale,V6J 1T8
968000,2bds2ba889sqft- Condo for sale,2,2,889,Condo for sale,V6J 5J1
9680000,"5bds6ba5,375sqft- House for sale",5,6,"5,375",House for sale,V6L 2L2
1290000,"4bds3ba1,151sqft- Multi-family home for sale",4,3,"1,151",Multi-family home for sale,V6P 2W5
799999,1bd1ba697sqft- Condo for sale,1,1,697,Condo for sale,V6J 3G5
775000,2bds2ba791sqft- Condo for sale,2,2,791,Condo for sale,V5N 4Y8
659000,2bds1ba660sqft- Condo for sale,2,1,660,Condo for sale,V6Z 2N7
689000,1bd1ba545sqft- Condo for sale,1,1,545,Condo for sale,V6Z 0E3
3598000,"10bds8ba5,385sqft- House for sale",10,8,"5,385",House for sale,V5S 2S3
4998000,"2bds3ba2,838sqft- Condo for sale",2,3,"2,838",Condo for sale,V6G 3H3
4999999,"8bds4ba5,840sqft- Multi-family home for sale",8,4,"5,840",Multi-family home for sale,V6J 1C3
2875000,"4bds4ba2,237sqft- Multi-family home for sale",4,4,"2,237",Multi-family home for sale,V6M 1P4
2550000,"3bds4ba1,537sqft- Multi-family home for sale",3,4,"1,537",Multi-family home for sale,V6R 3B5
5580000,"5bds6ba4,830sqft- House for sale",5,6,"4,830",House for sale,V6P 2G2
659000,1bd1ba510sqft- Condo for sale,1,1,510,Condo for sale,V6B 1E6
568000,1bd1ba556sqft- Condo for sale,1,1,556,Condo for sale,V6E 3V1
899900,1bd1ba750sqft- Condo for sale,1,1,750,Condo for sale,V6B 2S2
1230000,2bds2ba920sqft- Condo for sale,2,2,920,Condo for sale,V5T 0H6
1249900,"2bds3ba1,141sqft- Townhouse for sale",2,3,"1,141",Townhouse for sale,V5N 3V8
5990000,"6bds7ba4,709sqft- House for sale",6,7,"4,709",House for sale,V6M 2L9
1998000,"6bds4ba2,887sqft- House for sale",6,4,"2,887",House for sale,V5K 1L1
6580000,"9bds8ba5,091sqft- House for sale",9,8,"5,091",House for sale,V6N 2V5
779000,2bds2ba806sqft- Condo for sale,2,2,806,Condo for sale,V5X 3T3
750000,2bds1ba629sqft- Condo for sale,2,1,629,Condo for sale,V6Z 0E3
788000,2bds2ba786sqft- Condo for sale,2,2,786,Condo for sale,V5R 0E4
2188000,"5bds4ba1,862sqft- Multi-family home for sale",5,4,"1,862",Multi-family home for sale,V5S 2C7
4780000,"4bds5ba3,515sqft- House for sale",4,5,"3,515",House for sale,V6P 1J6
1399000,"3bds3ba1,111sqft- Multi-family home for sale",3,3,"1,111",Multi-family home for sale,V5N 4J6
495000,1bd1ba556sqft- Condo for sale,1,1,556,Condo for sale,V5S 4V3
988000,2bds2ba978sqft- Condo for sale,2,2,978,Condo for sale,V6N 3E6
1489500,"2bds2ba1,227sqft- Townhouse for sale",2,2,"1,227",Townhouse for sale,V6J 4W2
790000,2bds2ba809sqft- Condo for sale,2,2,809,Condo for sale,V5X 3T3
10280000,"4bds3ba4,410sqft- House for sale",4,3,"4,410",House for sale,V6H 2J4
1699000,"3bds3ba1,543sqft- Townhouse for sale",3,3,"1,543",Townhouse for sale,V5L 4K3
1350000,"2bds2ba1,437sqft- Condo for sale",2,2,"1,437",Condo for sale,V5Z 4L2
834900,2bds2ba994sqft- Condo for sale,2,2,994,Condo for sale,V6G 1M6
3999999,"3bds4ba3,085sqft- House for sale",3,4,"3,085",House for sale,V6N 3Z2
1199000,2bds2ba928sqft- Condo for sale,2,2,928,Condo for sale,V6B 0A7
1148000,"2bds2ba1,300sqft- Condo for sale",2,2,"1,300",Condo for sale,V6J 4X8
6968000,"7bds8ba6,950sqft- House for sale",7,8,"6,950",House for sale,V6P 5B3
2999900,"5bds5ba1,925sqft- Multi-family home for sale",5,5,"1,925",Multi-family home for sale,V6R 3H7
3798000,"6bds5ba4,817sqft- House for sale",6,5,"4,817",House for sale,V6N 1E5
649000,1bd1ba632sqft- Condo for sale,1,1,632,Condo for sale,V5T 1L5
5500000,"3bds3ba2,066sqft- Condo for sale",3,3,"2,066",Condo for sale,V6G 1A5
4780000,"3bds3ba2,387sqft- Condo for sale",3,3,"2,387",Condo for sale,V6E 0A8
4880000,"2bds3ba2,203sqft- Condo for sale",2,3,"2,203",Condo for sale,V6C 0B5
2099000,"2bds2ba1,144sqft- Condo for sale",2,2,"1,144",Condo for sale,V6B 1K2
1999999,"6bds5ba2,251sqft- Multi-family home for sale",6,5,"2,251",Multi-family home for sale,V5S 2G9
475000,Studio1ba536sqft- Condo for sale,0,1,536,Condo for sale,V5Z 4A6
3580000,"7bds4ba3,178sqft- House for sale",7,4,"3,178",House for sale,V6L 1L2
2999000,"4bds3ba2,188sqft- Townhouse for sale",4,3,"2,188",Townhouse for sale,V5T 2T5
579000,1bd1ba530sqft- Condo for sale,1,1,530,Condo for sale,V6Z 2S6
799000,1bd1ba651sqft- Condo for sale,1,1,651,Condo for sale,V6K 4T4
4970000,"5bds4ba3,275sqft- House for sale",5,4,"3,275",House for sale,V6R 2C6
599900,2bds1ba883sqft- Condo for sale,2,1,883,Condo for sale,V6P 3E7
1398000,"3bds4ba1,373sqft- Multi-family home for sale",3,4,"1,373",Multi-family home for sale,V5V 4Z2
3899000,"4bds5ba2,463sqft- Multi-family home for sale",4,5,"2,463",Multi-family home for sale,V6K 1J7
1499900,"2bds2ba1,419sqft- Townhouse for sale",2,2,"1,419",Townhouse for sale,V6H 3W6
4380000,"2bds3ba2,441sqft- Condo for sale",2,3,"2,441",Condo for sale,V6E 0A8
960000,"1bd1ba1,013sqft- Condo for sale",1,1,"1,013",Condo for sale,V6L 3B7
1948800,"3bds4ba1,783sqft- Townhouse for sale",3,4,"1,783",Townhouse for sale,V6M 2W2
3599000,"7bds4ba3,072sqft- Multi-family home for sale",7,4,"3,072",Multi-family home for sale,V5Y 1W1
4168000,"3bds4ba2,846sqft- House for sale",3,4,"2,846",House for sale,V6M 1E5
1150000,"2bds2ba1,036sqft- Condo for sale",2,2,"1,036",Condo for sale,V6Z 2T9
1349000,"2bds2ba1,400sqft- Townhouse for sale",2,2,"1,400",Townhouse for sale,V5Z 0C8
1260000,"3bds3ba1,032sqft- Multi-family home for sale",3,3,"1,032",Multi-family home for sale,V5R 4S6
733000,2bds2ba838sqft- Condo for sale,2,2,838,Condo for sale,V5L 0A5
849900,1bd2ba672sqft- Townhouse for sale,1,2,672,Townhouse for sale,V6J 2E2
1765000,"3bds3ba1,580sqft- Townhouse for sale",3,3,"1,580",Townhouse for sale,V5Y 1V5
599900,1bd1ba505sqft- Condo for sale,1,1,505,Condo for sale,V6Z 2X6
659900,1bd1ba756sqft- Condo for sale,1,1,756,Condo for sale,V6A 4H3
1999000,"3bds4ba1,851sqft- Townhouse for sale",3,4,"1,851",Townhouse for sale,V6M 2W2
3888000,"3bds3ba1,825sqft- Condo for sale",3,3,"1,825",Condo for sale,V6Z 3B8
7999900,"3bds4ba4,348sqft- Condo for sale",3,4,"4,348",Condo for sale,V6E 4L5
1628000,"3bds4ba1,495sqft- Multi-family home for sale",3,4,"1,495",Multi-family home for sale,V5W 1J3
4198000,"5bds7ba3,558sqft- House for sale",5,7,"3,558",House for sale,V6S 1A5
